fpr,tpr,roc_thresholds,precision,recall,f1_score,pr_thresholds,bin_center,true_rate,count,roc_auc,brier_score
0.0,0.0,inf,0.4261326329612607,1.0,0.5976058889956088,0.042527105659246445,0.05,0.07988165680473373,338.0,0.9039359972920845,0.10794270142563403
0.0,0.0015408320493066256,0.9883573651313782,0.4264126149802891,1.0,0.59788115656391,0.04753909632563591,0.15000000000000002,0.1517412935323383,402.0,,
0.0,0.046224961479198766,0.9850547313690186,0.4266929651545036,1.0,0.5981566778350401,0.049616698175668716,0.25,0.22033898305084745,118.0,,
0.0011441647597254005,0.046224961479198766,0.9848634600639343,0.42697368421052634,1.0,0.5984324531599018,0.049917761236429214,0.35000000000000003,0.3188405797101449,69.0,,
0.0011441647597254005,0.2711864406779661,0.9710949063301086,0.4272547728768927,1.0,0.5987084828900453,0.05032378435134888,0.45,0.4528301886792453,53.0,,
0.002288329519450801,0.2711864406779661,0.9709639549255371,0.427536231884058,1.0,0.5989847673776701,0.05117916315793991,0.55,0.525,40.0,,
0.002288329519450801,0.3790446841294299,0.9552772045135498,0.4278180619644034,1.0,0.5992613069756261,0.05122818052768707,0.6500000000000001,0.7272727272727273,33.0,,
0.003432494279176201,0.3790446841294299,0.9549707174301147,0.42810026385224276,1.0,0.5995381020374145,0.05204685777425766,0.75,0.7575757575757576,33.0,,
0.003432494279176201,0.4268104776579353,0.945155143737793,0.4283828382838284,1.0,0.5998151529171907,0.052122969180345535,0.8500000000000001,0.8641975308641975,81.0,,
0.003432494279176201,0.42989214175654855,0.9447630643844604,0.428665785997358,1.0,0.6000924599697643,0.052284207195043564,0.95,0.9803370786516854,356.0,,
0.003432494279176201,0.4622496147919877,0.9375433325767517,0.42894910773298084,1.0,0.6003700235506021,0.05270271375775337,,,,,
0.004576659038901602,0.4622496147919877,0.9372034072875977,0.42923280423280424,1.0,0.6006478440158282,0.052703067660331726,,,,,
0.004576659038901602,0.522342064714946,0.9125188589096069,0.42951687624090007,1.0,0.6009259217222266,0.053368061780929565,,,,,
0.005720823798627002,0.522342064714946,0.911209762096405,0.42980132450331127,1.0,0.6012042570272421,0.05353487282991409,,,,,
0.005720823798627002,0.5238828967642527,0.9105046987533569,0.4294234592445328,0.9984591679506933,0.6005560662296682,0.05368807166814804,,,,,
0.006864988558352402,0.5238828967642527,0.9099907875061035,0.4290450928381963,0.9969183359013868,0.5999072744206925,0.0546751543879509,,,,,
0.006864988558352402,0.5300462249614792,0.9045119881629944,0.42932979429329793,0.9969183359013868,0.6001855245488149,0.054854415357112885,,,,,
0.008009153318077803,0.5300462249614792,0.904279351234436,0.4296148738379814,0.9969183359013868,0.6004640329137161,0.055063799023628235,,,,,
0.008009153318077803,0.5377503852080123,0.9005568623542786,0.4299003322259136,0.9969183359013868,0.6007427998750571,0.055141136050224304,,,,,
0.008009153318077803,0.5408320493066255,0.8995364904403687,0.43018617021276595,0.9969183359013868,0.6010218257931674,0.05543115362524986,,,,,
0.008009153318077803,0.5454545454545454,0.8965912461280823,0.42980705256154356,0.9953775038520801,0.6003717429993065,0.05565103143453598,,,,,
0.010297482837528604,0.5454545454545454,0.8962653279304504,0.43009320905459386,0.9953775038520801,0.6006508558513842,0.05616113170981407,,,,,
0.010297482837528604,0.5485362095531587,0.893470823764801,0.43037974683544306,0.9953775038520801,0.6009302283433251,0.05620865151286125,,,,,
0.011441647597254004,0.5485362095531587,0.8907328248023987,0.43066666666666664,0.9953775038520801,0.6012098608375859,0.056251123547554016,,,,,
0.011441647597254004,0.5747303543913713,0.8764106035232544,0.4309539693128753,0.9953775038520801,0.6014897536972985,0.05640551447868347,,,,,
0.012585812356979404,0.5747303543913713,0.8751249313354492,0.43124165554072097,0.9953775038520801,0.601769907286271,0.05721151456236839,,,,,
0.012585812356979404,0.5778120184899846,0.873877227306366,0.4315297261189045,0.9953775038520801,0.6020503219689898,0.05728035047650337,,,,,
0.013729977116704805,0.5778120184899846,0.8721035718917847,0.4318181818181818,0.9953775038520801,0.6023309981106211,0.05755088850855827,,,,,
0.013729977116704805,0.5993836671802774,0.8589873313903809,0.43210702341137125,0.9953775038520801,0.6026119360770121,0.05758313089609146,,,,,
0.014874141876430207,0.5993836671802774,0.8581200838088989,0.4323962516733601,0.9953775038520801,0.6028931362346932,0.057662393897771835,,,,,
0.014874141876430207,0.600924499229584,0.8580560088157654,0.43268586738111187,0.9953775038520801,0.6031745989508789,0.05772509053349495,,,,,
0.016018306636155607,0.600924499229584,0.8552049398422241,0.43297587131367293,0.9953775038520801,0.6034563245934701,0.05796724557876587,,,,,
0.016018306636155607,0.6194144838212635,0.8357354998588562,0.43326626425217973,0.9953775038520801,0.6037383135310552,0.058684926480054855,,,,,
0.017162471395881007,0.6194144838212635,0.8347917199134827,0.43355704697986575,0.9953775038520801,0.6040205661329119,0.058747176080942154,,,,,
0.017162471395881007,0.6302003081664098,0.823916494846344,0.4338482202820685,0.9953775038520801,0.6043030827690086,0.05896681547164917,,,,,
0.017162471395881007,0.6332819722650231,0.8232981562614441,0.43413978494623656,0.9953775038520801,0.6045858638100067,0.05938973277807236,,,,,
0.017162471395881007,0.6394453004622496,0.8164498209953308,0.4344317417619368,0.9953775038520801,0.6048689096272611,0.05969711020588875,,,,,
0.018306636155606407,0.6394453004622496,0.8153936266899109,0.4347240915208614,0.9953775038520801,0.6051522205928229,0.05971614643931389,,,,,
0.018306636155606407,0.6425269645608629,0.8059883117675781,0.435016835016835,0.9953775038520801,0.6054357970794405,0.05995029956102371,,,,,
0.019450800915331808,0.6425269645608629,0.8053029179573059,0.4353099730458221,0.9953775038520801,0.6057196394605608,0.06002923473715782,,,,,
0.019450800915331808,0.6456086286594761,0.8011985421180725,0.4349291975724882,0.9938366718027735,0.6050656618063927,0.06004384532570839,,,,,
0.020594965675057208,0.6456086286594761,0.8007044792175293,0.4352226720647773,0.9938366718027735,0.6053495968902314,0.06005394086241722,,,,,
0.020594965675057208,0.6486902927580893,0.7935710549354553,0.4355165428764348,0.9938366718027735,0.6056337985797836,0.06006656587123871,,,,,
0.02288329519450801,0.6486902927580893,0.7918839454650879,0.43513513513513513,0.9922958397534669,0.6049788590778754,0.06045527383685112,,,,,
0.02288329519450801,0.6563944530046225,0.7852880358695984,0.4354293441514537,0.9922958397534669,0.6052631536553835,0.06054668873548508,,,,,
0.02402745995423341,0.6563944530046225,0.7824110388755798,0.435723951285521,0.9922958397534669,0.6055477155526644,0.06101321056485176,,,,,
0.02402745995423341,0.6579352850539292,0.7814372777938843,0.43601895734597157,0.9922958397534669,0.6058325451469333,0.06106461212038994,,,,,
0.02631578947368421,0.6579352850539292,0.7770967483520508,0.4363143631436314,0.9922958397534669,0.6061176428161151,0.061330024152994156,,,,,
0.02631578947368421,0.6671802773497689,0.7614391446113586,0.4366101694915254,0.9922958397534669,0.6064030089388471,0.06186584383249283,,,,,
0.02745995423340961,0.6671802773497689,0.7597891092300415,0.4369063772048847,0.9922958397534669,0.6066886438944793,0.06198740750551224,,,,,
0.02745995423340961,0.6687211093990755,0.75630784034729,0.43720298710115413,0.9922958397534669,0.606974548063077,0.06201190873980522,,,,,
0.028604118993135013,0.6687211093990755,0.751693606376648,0.4375,0.9922958397534669,0.6072607218254225,0.06220715120434761,,,,,
0.028604118993135013,0.674884437596302,0.7427939176559448,0.43779741672331746,0.9922958397534669,0.6075471655630162,0.062241751700639725,,,,,
0.029748283752860413,0.674884437596302,0.7364658117294312,0.4380952380952381,0.9922958397534669,0.6078338796580791,0.06280874460935593,,,,,
0.029748283752860413,0.6918335901386748,0.6698567867279053,0.4383934649421375,0.9922958397534669,0.6081208644935536,0.06286633759737015,,,,,
0.030892448512585814,0.6918335901386748,0.669825553894043,0.43869209809264303,0.9922958397534669,0.6084081204531061,0.06320059299468994,,,,,
0.030892448512585814,0.6964560862865947,0.6605703234672546,0.4389911383776414,0.9922958397534669,0.6086956479211276,0.06350983679294586,,,,,
0.03318077803203661,0.6964560862865947,0.6566715240478516,0.4392905866302865,0.9922958397534669,0.6089834472827367,0.06353897601366043,,,,,
0.03318077803203661,0.699537750385208,0.6517993807792664,0.4395904436860068,0.9922958397534669,0.6092715189237807,0.06357124447822571,,,,,
0.034324942791762014,0.699537750385208,0.6510760188102722,0.43989071038251365,0.9922958397534669,0.6095598632308369,0.06381326168775558,,,,,
0.034324942791762014,0.7010785824345146,0.6505560874938965,0.44019138755980863,0.9922958397534669,0.609848480591215,0.06410295516252518,,,,,
0.03546910755148741,0.7010785824345146,0.6471314430236816,0.44049247606019154,0.9922958397534669,0.6101373713929585,0.06439664214849472,,,,,
0.03546910755148741,0.7026194144838213,0.6413400769233704,0.4407939767282683,0.9922958397534669,0.6104265360248468,0.06447556614875793,,,,,
0.036613272311212815,0.7026194144838213,0.6411186456680298,0.4410958904109589,0.9922958397534669,0.6107159748763963,0.06470558792352676,,,,,
0.036613272311212815,0.7103235747303543,0.6270846724510193,0.44139821795750517,0.9922958397534669,0.6110056883378627,0.06503607332706451,,,,,
0.03775743707093822,0.7103235747303543,0.6235021352767944,0.44170096021947874,0.9922958397534669,0.6112956768002425,0.06519810110330582,,,,,
0.03775743707093822,0.711864406779661,0.6209868788719177,0.4420041180507893,0.9922958397534669,0.6115859406552753,0.06525109708309174,,,,,
0.04004576659038902,0.711864406779661,0.6184671521186829,0.4423076923076923,0.9922958397534669,0.6118764802954441,0.06558278948068619,,,,,
0.04004576659038902,0.7211093990755008,0.6000949144363403,0.44261168384879723,0.9922958397534669,0.612167296113979,0.06560846418142319,,,,,
0.041189931350114416,0.7211093990755008,0.5991397500038147,0.44291609353507566,0.9922958397534669,0.6124583885048577,0.06573837250471115,,,,,
0.041189931350114416,0.724191063174114,0.596899688243866,0.44322092222986925,0.9922958397534669,0.6127497578628075,0.06600846350193024,,,,,
0.04233409610983982,0.724191063174114,0.5933341979980469,0.44352617079889806,0.9922958397534669,0.6130414045833075,0.0663226842880249,,,,,
0.04233409610983982,0.7272727272727273,0.5758711695671082,0.44383184011026877,0.9922958397534669,0.6133333290625896,0.06661833822727203,,,,,
0.043478260869565216,0.7272727272727273,0.5700116157531738,0.44413793103448274,0.9922958397534669,0.6136255316976414,0.06663347780704498,,,,,
0.043478260869565216,0.7318952234206472,0.5679503679275513,0.4444444444444444,0.9922958397534669,0.613918012886207,0.06684918701648712,,,,,
0.04919908466819222,0.7318952234206472,0.5594971776008606,0.4447513812154696,0.9922958397534669,0.6142107730267892,0.06692404299974442,,,,,
0.04919908466819222,0.7334360554699538,0.5560470223426819,0.44505874222529374,0.9922958397534669,0.6145038125186515,0.06694897264242172,,,,,
0.05034324942791762,0.7334360554699538,0.5554994940757751,0.44536652835408025,0.9922958397534669,0.6147971317618197,0.06709088385105133,,,,,
0.05034324942791762,0.736517719568567,0.5524100661277771,0.44567474048442907,0.9922958397534669,0.6150907311570832,0.06732307374477386,,,,,
0.05148741418764302,0.736517719568567,0.5511416792869568,0.44598337950138506,0.9922958397534669,0.6153846111059983,0.06743598729372025,,,,,
0.05148741418764302,0.7380585516178737,0.5507397055625916,0.4462924462924463,0.9922958397534669,0.6156787720108884,0.06760406494140625,,,,,
0.05377574370709382,0.7380585516178737,0.5417104363441467,0.44660194174757284,0.9922958397534669,0.6159732142748465,0.06783587485551834,,,,,
0.05377574370709382,0.7411402157164869,0.5400640368461609,0.44691186675919503,0.9922958397534669,0.6162679383017378,0.06825908273458481,,,,,
0.05491990846681922,0.7411402157164869,0.5391466021537781,0.44722222222222224,0.9922958397534669,0.6165629444961997,0.06847554445266724,,,,,
0.05491990846681922,0.7426810477657936,0.5359223484992981,0.4475330090340514,0.9922958397534669,0.6168582332636457,0.0685684084892273,,,,,
0.05606407322654462,0.7426810477657936,0.5316205620765686,0.4478442280945758,0.9922958397534669,0.6171538050102662,0.06862326711416245,,,,,
